Student_ID,Age,Gender,Department,Semester,CGPA,Academic_Score,Attendance_Percentage,Communication_Skill,Programming_Skill,Problem_Solving,Aptitude_Score,Logical_Reasoning,Technical_Test_Score,Coding_Assessment,Industry_Skill,Internship_Count,Internship_Performance,Projects_Completed,Mini_Projects,Major_Project_Score,Certifications,Hackathon_Participation,Workshops_Attended,Technical_Events,Soft_Skill_Rating,Resume_Score,Interview_Score,Skill_Gap,Employability_Percentage,Placement_Package_LPA,Employment_Status
S485,20,Male,Mechanical,2,7.5,72,91,56,46,52,57,86,49,80,45,1,86,2,3,60,8,5,4,7,80,87,100,27,65.2,4.34,Not Employed
S750,19,Female,Mechanical,3,5.62,74,63,72,93,56,46,45,87,42,55,0,80,5,1,84,1,3,5,10,84,88,100,19,71.15,4.19,Employed
S588,19,Female,ECE,7,7.65,94,61,77,81,91,77,76,58,92,37,3,100,6,3,55,5,1,2,2,79,59,85,57,71.2,4.83,Employed
S937,20,Female,CSE,1,7.4,46,64,68,94,37,98,53,45,86,59,3,96,1,3,93,0,0,4,9,52,53,58,13,67.0,3.83,Not Employed
S773,22,Female,EEE,3,9.48,93,98,43,74,75,70,77,52,96,48,2,93,8,6,58,4,6,3,0,91,45,83,45,69.4,4.42,Not Employed
S236,21,Female,Mechanical,2,5.52,47,98,95,46,77,69,96,40,48,74,0,76,5,6,63,5,3,3,4,57,74,75,27,63.25,0.0,Not Employed
S056,24,Male,AI&DS,7,8.15,78,65,65,74,78,54,61,56,44,100,0,73,4,3,72,10,2,3,1,49,56,60,22,73.75,3.35,Employed
S360,19,Male,EEE,2,6.3,52,94,87,85,56,44,82,36,69,54,3,62,3,2,95,0,8,3,7,84,43,48,2,64.8,0.0,Not Employed
S529,22,Female,EEE,1,8.93,54,93,58,38,63,96,63,81,72,74,1,76,5,4,95,7,4,2,2,49,78,72,20,69.5,4.72,Not Employed
S449,19,Female,CSE,3,8.56,99,60,78,80,95,77,40,97,66,95,0,42,1,5,93,4,3,8,8,50,88,53,4,84.35,7.33,Employed
S535,22,Female,Mechanical,8,6.0,93,71,71,35,75,97,72,95,98,55,1,44,7,6,69,1,7,5,10,83,74,58,38,71.1,3.39,Employed
S595,20,Female,Mechanical,4,7.89,86,76,58,55,43,43,44,98,79,42,4,88,7,1,93,,0,11,10,45,60,81,44,67.6,4.4,Not Employed
S017,21,Female,CSE,2,9.45,61,71,77,68,39,46,78,90,79,75,3,78,2,4,86,3,,0,6,40,73,60,14,70.6,3.73,Employed
S709,20,Male,AI&DS,7,6.82,47,66,67,70,71,43,55,92,61,67,0,65,8,5,56,2,7,11,7,82,72,56,20,62.75,0.0,Not Employed
S502,22,Female,Mechanical,6,6.3,100,83,94,94,79,86,67,62,59,83,2,51,1,2,78,5,8,3,0,77,59,77,17,87.15,8.94,Employed
S070,22,Male,EEE,3,8.56,68,83,68,44,52,73,63,85,75,70,1,47,1,6,61,7,8,,8,47,56,68,2,71.15,4.41,Employed
S238,18,Male,CSE,8,9.56,48,66,64,41,46,67,65,57,92,80,2,61,4,6,98,10,8,1,7,76,48,46,32,64.65,0.0,Not Employed
S772,21,Male,EEE,4,9.19,68,64,70,62,92,85,90,48,36,76,1,81,2,2,84,7,8,8,10,56,95,84,8,75.05,7.41,Employed
S493,24,Female,IT,7,7.81,46,79,57,93,60,46,56,95,83,72,3,45,4,4,85,4,7,4,8,72,55,83,26,70.05,3.03,Employed
S744,18,Male,IT,1,7.59,57,92,42,87,92,46,55,41,94,64,2,45,1,3,73,8,4,7,4,52,91,86,7,70.3,3.35,Employed
S157,23,Male,Mechanical,5,8.3,89,68,66,48,100,86,79,50,71,49,0,71,4,5,62,4,8,3,5,85,66,72,40,64.4,0.0,Not Employed
S477,20,Male,CSE,6,8.23,68,81,66,82,95,100,58,38,55,82,0,58,3,5,51,1,3,12,5,72,85,100,14,76.5,7.35,Employed
S413,19,Female,CSE,4,9.97,46,83,75,95,52,98,47,42,79,81,1,58,8,2,85,6,3,3,3,43,87,52,35,71.45,3.23,Employed
S938,21,Male,IT,5,7.2,59,67,95,91,55,76,57,91,90,65,4,40,4,5,52,6,5,4,0,50,96,79,6,85.05,14.16,Employed
S540,22,Male,EEE,2,7.47,65,96,74,68,72,84,41,52,43,75,2,97,8,6,63,2,5,7,3,,63,77,10,75.65,5.6,Employed
S334,21,Female,EEE,5,9.28,69,82,93,62,100,58,42,55,43,73,0,65,2,2,96,8,4,6,3,79,72,75,4,73.85,4.77,Employed
S577,24,Male,ECE,5,8.2,85,85,42,92,51,82,84,63,44,49,0,50,8,1,61,8,5,2,4,83,85,85,36,71.45,3.57,Employed
S319,21,Female,CSE,2,9.02,84,66,92,40,99,46,50,50,61,81,1,86,5,6,78,8,7,11,1,49,81,81,3,78.35,6.0,Employed
S544,23,Male,AI&DS,3,6.43,56,66,41,40,51,74,62,43,76,75,1,82,4,2,69,2,6,4,3,99,98,62,19,64.4,0.0,Not Employed
S378,24,Female,AI&DS,5,8.5,87,67,82,52,97,45,90,77,63,43,2,64,7,6,91,8,6,12,3,54,56,49,44,63.0,0.0,Not Employed
S339,22,Female,ECE,6,7.83,47,74,43,70,88,74,68,75,35,85,1,61,2,5,51,3,6,1,3,52,50,77,38,59.8,0.0,Not Employed
S267,22,Male,Mechanical,2,8.29,66,63,72,81,41,47,64,81,94,40,2,63,3,6,85,1,8,11,3,48,61,65,26,61.7,0.0,Not Employed
S766,20,Female,CSE,1,8.92,79,60,46,95,85,70,85,98,51,60,0,51,6,4,100,0,4,7,2,85,66,68,19,69.9,4.71,Not Employed
S408,21,Female,CSE,2,9.22,93,62,48,66,45,57,49,36,36,48,4,87,6,6,55,3,2,7,9,97,68,55,45,64.15,0.0,Not Employed
S629,22,Male,IT,6,9.58,81,72,62,74,59,92,61,87,70,68,4,67,4,5,100,2,4,3,10,83,63,76,13,81.75,5.61,Employed
S005,21,Female,IT,4,9.99,53,92,71,46,41,95,47,54,55,89,4,44,7,4,88,7,8,4,8,95,100,36,36,74.2,4.36,Employed
S483,22,Female,IT,6,7.23,93,71,49,40,61,67,73,70,75,47,2,58,3,1,68,4,7,7,3,96,50,71,46,62.55,0.0,Not Employed
S778,23,Female,ECE,5,5.91,45,85,98,82,73,95,45,46,63,71,0,91,8,5,70,1,6,9,9,57,89,95,26,72.25,3.08,Employed
S027,24,Female,IT,4,9.24,50,77,96,92,66,88,69,83,78,38,3,94,6,2,81,3,5,12,4,61,57,70,12,72.75,4.11,Employed
S728,21,Female,IT,5,8.86,68,95,80,69,96,48,64,54,39,76,1,79,2,5,99,10,7,6,10,75,55,48,8,70.35,3.78,Employed
S200,20,Female,ECE,8,9.89,79,77,75,91,52,100,84,57,93,90,4,80,5,3,80,8,3,12,1,68,59,81,11,92.65,12.12,Employed
S596,22,Male,EEE,5,8.77,65,88,62,96,82,71,59,97,75,59,1,77,3,1,94,5,6,7,7,60,99,86,6,77.15,6.39,Employed
S929,21,Male,CSE,6,5.79,51,61,69,61,42,92,72,94,50,81,3,91,5,6,80,8,3,7,10,86,43,62,30,73.45,3.2,Employed
S906,18,Female,Mechanical,4,6.62,52,66,86,66,92,45,99,47,45,75,0,82,6,6,66,5,8,2,9,91,59,54,23,63.5,0.0,Not Employed
S163,21,Male,EEE,1,9.22,95,98,79,73,100,75,53,93,78,81,0,92,4,4,71,8,7,11,10,63,85,92,14,86.25,9.14,Employed
S129,23,Female,IT,8,6.72,49,,48,48,54,46,50,92,94,75,3,47,6,2,78,4,7,4,1,45,50,73,26,64.65,0.0,Not Employed
S736,23,Female,ECE,8,8.89,53,63,47,46,49,47,64,86,48,51,1,42,2,5,96,0,7,2,5,82,87,91,2,61.15,0.0,Not Employed
S396,20,Female,ECE,3,7.91,62,66,68,91,55,48,62,90,35,80,1,47,4,3,52,2,6,6,5,97,42,55,18,68.7,4.33,Not Employed
S748,18,Female,EEE,1,9.14,64,98,92,98,85,90,78,98,63,43,1,69,8,6,57,6,6,9,8,87,58,48,,73.8,3.82,Employed
S916,21,Female,EEE,6,6.24,61,96,90,57,37,65,82,70,71,46,0,46,8,2,84,8,1,8,2,69,55,35,15,64.35,0.0,Not Employed
S051,21,Male,CSE,2,5.92,51,83,91,51,42,77,75,77,50,87,2,95,7,6,53,4,4,5,1,76,72,62,36,70.75,3.31,Employed
S785,21,Male,ECE,6,5.53,49,63,90,79,42,45,47,82,35,57,3,96,2,6,55,5,2,6,1,87,96,40,8,68.0,4.49,Not Employed
S184,20,Female,EEE,2,6.53,69,68,46,37,60,73,95,99,88,54,4,46,3,4,89,9,0,12,8,72,88,50,15,71.55,3.19,Employed
S134,24,Male,AI&DS,2,6.62,60,77,74,42,63,,94,84,80,57,1,55,6,6,94,5,0,11,5,100,76,53,3,71.3,4.13,Employed
S461,19,Male,IT,6,7.57,99,68,57,73,85,44,98,96,83,95,4,82,3,5,95,8,8,4,2,84,60,79,4,90.95,13.84,Employed
S293,19,Female,IT,7,9.71,91,100,43,60,81,69,49,65,54,73,3,66,6,1,90,3,6,4,4,81,50,67,18,74.6,4.37,Employed
S725,20,Female,ECE,1,7.85,85,100,67,58,47,58,59,71,84,84,4,79,8,2,81,3,6,7,10,90,68,72,1,86.25,,Employed
S203,18,Male,CSE,1,6.34,51,78,57,51,91,86,40,64,46,54,,71,4,3,76,4,7,5,7,84,90,39,3,61.9,0.0,Not Employed
S278,18,Male,IT,8,9.45,53,82,50,41,69,63,66,80,41,72,2,73,2,5,62,10,2,12,1,78,88,56,19,65.55,4.09,Not Employed
S907,18,Male,Mechanical,5,9.12,87,60,44,81,61,60,88,65,70,87,3,41,8,3,74,9,4,4,9,96,85,69,0,89.0,16.63,Employed
S063,22,Male,ECE,2,9.76,59,88,96,79,38,66,43,85,99,82,1,64,2,3,64,0,5,1,10,61,90,53,23,72.25,3.28,Employed
S020,23,Male,Mechanical,7,7.72,60,69,81,35,48,89,67,63,57,94,0,75,4,1,79,2,7,10,8,75,78,75,34,68.65,4.9,Not Employed
S208,20,Male,CSE,3,7.52,97,76,74,81,93,40,89,99,83,58,0,79,6,5,65,5,1,10,8,92,64,59,39,71.0,4.05,Employed
S231,23,Male,ECE,5,7.42,99,80,56,80,51,79,76,98,98,98,1,96,4,6,68,3,0,1,0,69,80,50,1,87.95,15.37,Employed
S362,23,Male,CSE,7,7.81,97,80,60,59,61,99,74,85,89,50,1,53,2,3,70,2,0,6,10,60,40,84,47,67.4,3.43,Not Employed
S094,21,Female,CSE,4,5.73,69,98,78,40,44,52,91,62,,61,2,59,1,2,62,1,7,3,9,85,53,85,8,68.7,4.83,Not Employed
S541,23,Female,IT,1,6.13,86,86,67,85,97,91,43,42,100,82,0,76,7,1,82,5,8,7,4,76,61,43,4,81.35,7.2,Employed
S833,20,Male,IT,5,9.04,95,79,79,50,85,76,99,66,66,68,2,77,8,3,64,9,4,6,4,41,73,56,27,77.1,5.44,Employed
S442,19,Female,EEE,1,9.7,100,63,56,40,49,43,100,73,44,68,2,84,7,3,94,2,2,9,7,47,48,75,32,66.7,4.72,Not Employed
S092,24,Male,AI&DS,5,6.55,91,96,60,76,65,59,96,53,63,87,2,57,1,5,87,2,6,8,7,43,62,83,4,78.15,7.36,Employed
S467,20,Male,ECE,2,9.49,75,68,57,40,48,42,71,99,63,79,3,70,5,2,51,0,0,12,3,74,78,83,4,74.9,4.36,Employed
S979,19,Male,IT,4,9.34,100,78,86,44,62,59,47,37,61,98,2,49,8,2,52,9,8,6,10,60,93,84,2,90.55,10.97,Employed
S131,18,Male,AI&DS,4,9.21,68,100,100,45,68,98,92,44,37,43,1,97,8,2,55,5,1,0,7,43,50,90,25,67.2,4.64,Not Employed
S727,22,Male,CSE,7,8.82,50,93,55,88,68,71,50,61,94,79,0,74,3,4,75,8,1,10,7,51,90,58,29,67.5,4.8,Not Employed
S434,24,Male,ECE,2,7.71,46,86,44,97,44,53,83,88,83,75,3,91,3,2,69,0,2,10,9,80,78,39,29,64.15,0.0,Not Employed
S323,20,Male,CSE,6,7.25,91,68,73,71,62,45,72,74,78,55,0,41,5,2,99,4,6,8,1,86,43,82,36,67.65,3.52,Not Employed
S035,21,Male,ECE,2,6.92,65,67,89,86,100,92,40,94,87,41,1,73,6,5,98,7,7,12,0,53,57,51,24,70.75,4.86,Employed
S566,22,Male,CSE,8,7.91,51,98,54,79,63,69,57,41,93,91,3,77,7,1,60,0,8,7,8,81,43,79,40,69.4,3.95,Not Employed
S572,19,Male,ECE,4,8.22,84,81,100,93,84,90,68,49,43,78,1,63,3,2,81,3,6,0,5,43,98,96,6,85.25,16.11,Employed
S095,22,Female,IT,7,7.6,86,82,59,68,81,72,96,98,94,47,3,88,6,2,73,5,6,0,9,95,54,53,39,71.05,3.03,Employed
S379,20,Male,CSE,2,7.03,82,72,87,49,82,48,94,75,83,35,2,43,4,4,77,5,5,12,10,99,90,51,47,62.35,0.0,Not Employed
S359,23,Female,ECE,6,8.86,99,72,65,39,36,56,47,52,76,94,3,69,2,1,85,10,3,11,7,48,70,70,5,83.4,7.52,Employed
S872,24,Female,AI&DS,3,8.35,74,91,50,89,69,74,81,66,79,76,2,75,6,2,61,9,4,2,10,93,62,52,2,81.6,7.14,Employed
S671,22,Female,AI&DS,7,6.0,63,69,58,70,57,67,89,36,95,43,4,69,6,3,91,3,7,3,4,93,70,84,20,70.3,3.54,Employed
S919,21,Male,CSE,7,5.74,48,72,50,42,60,46,78,92,41,45,0,91,5,1,50,3,4,7,1,55,46,98,3,57.3,0.0,Not Employed
S140,20,Male,AI&DS,7,8.64,91,94,56,71,73,55,46,41,85,97,1,43,6,1,77,1,4,10,10,78,70,60,6,79.3,5.29,Employed
S415,23,Female,ECE,7,8.75,73,60,58,49,54,43,96,39,57,99,1,40,7,4,93,7,8,11,4,98,76,99,26,76.1,5.92,Employed
S887,20,Female,CSE,7,5.84,51,99,84,94,76,80,97,61,77,73,3,93,5,1,73,1,0,,10,75,74,35,22,71.55,3.27,Employed
S725,20,Female,ECE,1,7.85,85,100,67,58,47,58,59,71,84,84,4,79,8,2,81,3,6,7,10,90,68,72,1,86.25,,Employed
S722,19,Female,ECE,2,8.63,78,90,75,42,51,88,70,35,69,81,1,55,6,4,60,2,5,8,6,66,43,76,3,75.45,7.59,Employed
S543,24,Female,CSE,7,8.09,45,99,93,84,,40,54,76,89,54,2,94,4,5,93,5,8,7,10,82,52,80,9,70.15,4.79,Employed
S165,18,Female,CSE,2,8.97,73,89,82,99,52,71,40,41,90,96,4,89,3,6,87,2,2,1,6,82,78,76,23,85.05,13.04,Employed
S075,24,Female,IT,8,5.83,48,70,68,88,96,69,53,78,53,75,2,86,6,4,58,5,8,8,1,60,55,94,27,71.9,3.25,Employed
S455,18,Female,EEE,8,7.96,69,87,46,52,91,84,60,99,80,94,2,67,8,4,76,7,0,8,0,89,66,46,25,77.6,,Employed
S636,20,Male,ECE,8,9.82,88,96,55,43,92,85,91,37,84,79,2,64,1,4,77,7,6,1,6,56,62,64,9,75.25,5.81,Employed
S685,22,Male,AI&DS,7,6.17,62,,54,76,82,82,43,81,74,56,4,64,1,5,95,0,7,0,6,53,55,87,6,71.95,4.2,Employed
S112,23,Male,EEE,3,7.7,53,71,60,92,41,95,62,36,97,52,1,92,7,5,82,10,7,6,10,71,66,91,1,78.1,6.47,Employed
S832,20,Male,AI&DS,3,7.58,88,73,67,73,65,45,94,75,72,77,4,65,6,3,76,10,6,3,4,61,88,68,11,84.9,7.62,Employed
S143,24,Female,AI&DS,3,9.87,96,72,48,40,89,45,83,90,60,53,4,56,6,6,54,1,6,8,6,75,60,70,43,65.25,4.04,Not Employed
S718,24,Male,AI&DS,2,7.03,55,76,45,76,58,74,88,78,96,57,2,64,3,5,60,6,3,11,3,61,73,82,2,72.6,3.2,Employed
S717,18,Male,AI&DS,5,9.55,56,81,94,82,69,56,51,85,93,85,1,48,6,5,68,2,3,10,2,83,74,69,29,74.75,4.58,Employed
S519,19,Female,Mechanical,2,9.27,72,67,90,59,68,59,79,100,66,41,2,76,8,2,98,6,4,11,2,57,72,40,31,65.95,4.21,Not Employed
S064,20,Female,Mechanical,3,8.91,75,88,79,35,45,41,56,62,54,89,0,89,5,2,69,1,0,3,6,80,90,93,14,72.1,3.13,Employed
S914,23,Female,AI&DS,3,6.74,49,99,96,91,87,94,74,91,100,69,4,58,8,4,55,10,2,9,0,80,53,81,20,87.0,8.15,Employed
S389,21,Male,IT,7,7.21,83,75,44,69,50,74,47,87,43,77,0,63,6,3,59,3,4,0,1,64,54,83,6,74.7,4.9,Employed
S938,21,Male,IT,5,7.2,59,67,95,91,55,76,57,91,90,65,4,40,4,5,52,6,5,4,0,50,96,79,6,85.05,14.16,Employed
S301,21,Male,IT,3,5.72,84,87,78,68,54,45,63,56,50,36,,67,8,6,81,1,3,11,3,52,100,69,48,63.8,0.0,Not Employed
S307,22,Male,ECE,2,6.61,76,66,96,77,38,58,83,50,85,82,4,99,2,3,59,0,1,7,10,70,69,69,6,81.1,6.78,Employed
S349,21,Female,IT,7,8.37,95,97,81,39,61,54,97,60,92,65,3,53,5,4,74,9,2,5,4,75,45,52,30,73.7,4.5,Employed
S121,23,Male,Mechanical,5,6.42,83,92,52,85,72,81,43,65,98,84,0,55,8,6,88,1,8,0,5,99,60,51,1,80.7,6.16,Employed
S774,19,Female,AI&DS,4,9.24,86,74,77,92,55,73,55,65,48,54,0,81,8,1,75,2,3,2,8,95,72,41,32,68.9,4.42,Not Employed
S645,24,Male,AI&DS,7,6.99,90,88,86,69,53,49,88,60,46,84,2,65,4,1,52,4,0,2,3,66,76,59,6,79.3,6.25,Employed
S600,19,Male,IT,4,9.6,65,100,98,95,70,75,61,77,59,51,2,90,4,6,87,9,3,3,7,76,70,37,14,74.5,3.63,Employed
S517,22,Female,IT,7,7.02,63,61,74,69,57,58,62,88,37,92,2,59,1,5,57,5,0,8,6,55,51,45,29,67.35,4.07,Not Employed
S356,19,Female,ECE,8,6.21,81,79,77,60,99,85,83,93,70,60,0,49,8,1,75,9,3,8,5,98,76,97,21,81.25,6.38,Employed
S782,24,Male,CSE,3,6.76,83,97,65,52,90,57,51,55,53,96,2,72,2,4,53,4,5,4,2,46,92,79,13,76.8,7.04,Employed
S660,18,Female,AI&DS,2,8.94,66,67,72,94,100,47,70,70,45,80,0,62,3,4,62,8,4,11,0,98,98,46,14,73.35,4.98,Employed
S258,24,Male,CSE,8,8.18,84,74,44,60,89,61,91,86,76,50,4,74,3,3,100,3,0,9,2,61,44,50,34,63.85,0.0,Not Employed
S525,22,Female,CSE,6,8.24,55,96,80,95,46,100,63,37,84,100,1,94,3,4,73,3,2,7,3,60,48,72,45,72.65,3.13,Employed
S649,24,Female,AI&DS,7,7.63,46,81,100,82,50,59,55,97,97,85,4,53,7,4,65,4,3,9,2,61,50,76,39,76.85,6.78,Employed
S265,18,Female,CSE,1,9.96,91,92,42,89,85,70,91,47,92,98,1,45,1,6,96,6,3,2,5,58,55,46,7,78.7,5.05,Employed
S794,24,Male,AI&DS,2,5.51,67,68,100,39,62,67,42,99,71,43,0,74,5,6,89,1,3,10,5,96,79,57,24,63.75,0.0,Not Employed
S152,20,Female,IT,6,6.67,63,89,94,50,95,43,95,44,95,59,4,47,7,5,69,6,0,2,2,52,61,87,4,76.1,7.96,Employed
S875,19,Male,CSE,4,7.4,100,64,84,60,65,92,81,58,89,39,4,70,3,5,54,5,2,7,8,70,52,,61,66.25,3.57,Not Employed
S580,22,Male,AI&DS,3,8.32,66,88,41,91,43,93,55,71,55,53,4,60,1,1,93,1,6,8,8,41,79,56,13,68.6,4.45,Not Employed
S308,18,Female,CSE,8,6.96,91,96,48,62,41,91,81,71,76,42,0,75,7,1,75,4,2,3,6,45,41,61,49,60.15,0.0,Not Employed
S602,24,Female,IT,8,9.93,83,94,52,59,50,58,86,42,59,99,2,55,7,4,94,0,4,4,3,49,,38,16,70.8,3.06,Employed
S345,18,Male,Mechanical,4,7.6,58,75,70,77,83,53,65,58,35,81,0,44,6,1,85,1,2,4,7,52,80,81,23,66.05,3.09,Not Employed
S815,24,Male,ECE,7,6.49,94,89,54,48,37,41,74,50,98,80,1,49,2,1,73,8,7,1,8,57,60,55,14,71.55,3.42,Employed
S823,20,Male,Mechanical,3,6.3,67,85,43,83,58,92,96,78,62,82,0,97,7,2,90,7,3,1,10,47,74,42,15,72.85,3.54,Employed
S633,22,Female,EEE,6,9.28,54,61,75,75,63,50,91,84,61,37,1,45,5,4,57,1,3,6,3,55,69,56,17,58.35,0.0,Not Employed
S562,20,Male,Mechanical,2,8.38,65,99,71,58,83,52,56,97,79,78,3,97,6,2,60,5,0,1,3,77,59,99,13,79.6,7.1,Employed
S309,,Female,ECE,5,8.41,86,69,47,73,97,91,67,74,51,80,0,93,6,5,62,7,7,6,7,57,76,89,6,81.4,5.27,Employed
S623,20,Female,CSE,6,8.36,51,86,70,39,70,67,75,89,43,43,0,56,6,4,75,8,3,2,1,41,50,46,8,57.55,0.0,Not Employed
S159,18,Male,CSE,5,7.12,88,80,67,49,47,94,88,,36,52,1,61,6,4,89,4,1,5,5,51,47,86,36,65.6,3.8,Not Employed
S787,22,Male,ECE,6,6.09,61,77,70,49,87,93,86,46,100,53,3,52,5,5,55,3,1,0,4,61,42,54,8,68.75,3.7,Not Employed
S679,19,Female,CSE,7,6.53,97,70,57,77,92,50,93,62,92,89,1,79,8,3,70,4,3,11,0,52,65,72,8,82.25,6.13,Employed
S606,21,Male,CSE,5,6.52,48,95,41,41,63,70,42,40,63,64,1,95,3,5,70,5,6,12,10,82,65,37,16,56.1,0.0,Not Employed
S019,21,Female,ECE,8,7.49,58,92,70,56,45,58,72,77,46,65,2,54,4,2,51,0,3,7,9,94,89,44,7,66.3,3.91,Not Employed
S297,21,Female,Mechanical,4,9.83,95,69,63,95,82,92,59,37,39,41,1,56,7,3,90,5,1,8,3,94,68,84,54,69.2,3.02,Not Employed
S712,21,Male,CSE,6,8.94,69,94,49,45,56,51,54,79,76,55,0,65,6,1,99,5,8,7,1,83,56,86,14,65.3,4.14,Not Employed
S169,18,Male,Mechanical,5,6.41,100,88,93,63,82,88,77,60,59,72,3,51,2,2,61,8,1,6,0,67,57,68,28,81.65,5.39,Employed
S270,20,Female,Mechanical,3,7.63,71,88,87,37,72,52,44,37,64,77,3,77,6,6,91,5,7,9,10,84,73,91,6,78.0,6.37,Employed
S441,21,Male,EEE,6,7.72,48,85,59,93,98,94,81,50,82,48,0,54,1,1,58,1,5,11,6,54,50,46,0,61.2,0.0,Not Employed
S315,18,Male,Mechanical,7,9.91,99,91,87,72,39,71,65,97,100,97,1,85,1,5,51,6,5,8,1,57,97,88,2,93.15,16.89,Employed
S844,20,Male,ECE,6,8.38,59,94,95,91,54,90,83,95,53,78,4,95,2,2,59,5,0,12,9,90,84,78,19,84.6,6.16,Employed
S040,19,Female,AI&DS,2,7.45,51,100,85,47,91,50,84,73,38,40,2,90,1,3,72,5,6,2,3,73,66,58,11,58.5,0.0,Not Employed
S124,23,Male,Mechanical,1,6.24,67,93,73,68,56,63,48,69,50,38,2,91,7,3,83,1,4,11,9,80,44,98,29,64.55,0.0,Not Employed
S824,23,Female,IT,2,9.22,45,91,82,75,64,94,75,74,50,76,1,40,2,2,99,6,2,6,10,43,72,71,31,67.65,4.33,Not Employed
S510,24,Male,ECE,8,8.17,89,87,86,86,95,93,55,67,82,78,3,83,7,3,52,3,8,1,6,67,89,69,11,89.35,17.54,Employed
S852,18,Male,AI&DS,2,6.5,79,62,42,69,63,85,94,55,43,45,1,94,3,1,61,1,5,11,4,72,82,49,34,58.6,0.0,Not Employed
S969,18,Female,Mechanical,7,9.79,62,74,83,49,78,96,81,41,48,83,2,96,3,6,82,1,5,0,3,100,68,40,21,69.45,3.23,Not Employed
S216,21,Female,Mechanical,3,8.93,75,95,52,97,85,81,76,60,66,66,0,57,7,3,93,9,1,1,10,66,67,81,9,78.45,6.04,Employed
S821,22,Female,CSE,3,9.23,57,84,42,47,36,71,47,54,85,47,2,81,4,5,93,8,2,11,1,94,71,90,10,68.0,4.85,Not Employed
S354,19,Female,EEE,7,9.91,58,85,44,84,59,70,46,77,92,73,0,50,2,6,85,2,0,11,9,71,41,58,15,64.85,0.0,Not Employed
S504,18,Male,Mechanical,3,9.42,53,65,66,50,42,68,80,42,75,47,4,57,4,6,89,0,5,10,5,97,85,56,6,65.75,4.81,Not Employed
S585,22,Male,Mechanical,7,9.72,72,71,100,91,38,84,53,84,57,69,4,89,3,6,75,9,3,2,6,60,69,66,3,87.2,16.68,Employed
S567,23,Male,CSE,6,5.79,91,77,76,67,38,85,78,97,90,52,3,53,8,3,84,10,4,5,3,76,91,100,39,84.8,7.84,Employed
S893,24,Male,EEE,2,5.77,75,99,59,47,53,49,88,70,94,38,4,86,8,2,97,6,4,9,6,53,51,57,37,62.8,0.0,Not Employed
S736,23,Female,ECE,8,8.89,53,63,47,46,49,47,64,86,48,51,1,42,2,5,96,0,7,2,5,82,87,91,2,61.15,0.0,Not Employed
S176,19,Male,EEE,8,8.4,49,78,82,43,67,46,52,97,77,80,1,82,4,1,68,9,1,3,5,71,68,77,31,68.05,4.23,Not Employed
S194,24,Female,ECE,1,7.76,70,71,69,50,93,60,84,36,36,61,3,77,2,3,73,9,4,2,8,56,55,69,9,68.35,3.94,Not Employed
S884,23,Female,AI&DS,7,5.81,66,93,71,61,83,88,65,52,91,45,1,84,6,5,96,9,6,9,3,53,62,65,21,68.4,4.6,Not Employed
S506,22,Female,CSE,6,7.6,98,65,76,94,46,47,98,46,58,46,1,60,1,2,100,0,3,10,5,69,45,66,52,59.6,0.0,Not Employed
S437,19,Female,ECE,8,7.41,92,77,92,75,48,78,64,89,60,80,2,97,2,4,60,0,8,4,9,66,58,80,12,82.15,6.19,Employed
S554,24,Male,AI&DS,4,8.99,57,82,73,,41,91,74,81,64,56,2,50,2,6,60,10,3,12,2,74,100,89,1,78.05,7.57,Employed
S512,18,Male,AI&DS,4,7.46,91,75,49,82,35,70,50,79,47,95,4,83,7,6,63,7,6,7,3,88,98,47,4,89.8,11.88,Employed
S014,23,Female,AI&DS,5,7.77,61,63,45,89,70,42,40,77,51,68,1,87,8,5,95,6,8,0,1,44,100,54,7,69.5,4.09,Not Employed
S655,24,Male,IT,7,5.92,66,69,42,52,65,72,78,98,70,60,1,66,1,1,90,5,5,12,9,63,61,35,6,63.2,0.0,Not Employed
S587,22,Female,ECE,6,8.67,63,79,46,55,54,50,66,50,87,55,4,75,8,6,67,3,1,10,2,98,68,47,8,68.45,4.51,Not Employed
S898,20,Male,ECE,1,9.92,54,74,88,73,72,94,90,51,58,81,1,45,7,1,59,5,2,3,9,57,88,45,27,71.8,3.28,Employed
S171,19,Male,Mechanical,6,6.99,63,73,100,95,36,47,82,79,92,65,4,98,4,1,93,5,6,12,1,64,56,71,2,81.55,5.07,Employed
S402,21,Male,CSE,6,6.86,75,72,74,54,40,48,52,88,67,79,2,68,2,4,54,7,6,8,8,90,41,56,4,75.0,6.8,Employed
S584,23,Male,EEE,4,9.77,91,99,63,94,87,63,81,74,62,85,1,70,2,5,91,7,4,12,9,66,43,60,6,80.25,5.65,Employed
S646,24,Male,ECE,5,9.96,58,60,44,55,39,56,86,96,43,63,3,98,3,6,81,1,1,10,7,91,97,78,5,69.35,4.23,Not Employed
S091,24,Male,AI&DS,8,7.06,62,72,99,49,39,91,82,88,37,65,1,44,2,5,52,7,0,3,0,65,68,64,3,74.0,4.08,Employed
S073,22,Female,AI&DS,3,8.96,53,87,72,42,50,73,49,73,56,55,2,99,4,3,83,4,1,4,3,80,75,70,2,68.1,3.25,Not Employed
S520,19,Female,IT,1,7.33,46,86,82,51,70,57,69,75,47,63,1,41,6,2,54,9,4,11,9,92,69,88,17,69.35,,Not Employed
